Content Type,Model,Content,Evaluation
Response,gpt_rag,"Aapko dawai lene se ulti ho rahi hai, iske liye aap kuch upay kar sakte hain. Sabse pehle, dawai khane ke turant baad kuch halka khana khayein, jaise ki toast ya biscuit, jo aapke pet ko thoda bhari rakhega. Dawai ko bhojan ke saath lene ki koshish karein, agar aapka doctor iski anumati deta hai. Agar aapko dawai lene ke baad bhi ulti aati hai, toh aap apne doctor se sampark karein. Ho sakta hai ki doctor aapko dawai ka koi vikalp de sakein ya phir kuch aur salaah de sakein jo aapki samasya ko kam karne mein madad kare. Kabhi bhi dawai lena band na karein bina doctor ki salaah ke.",
,,,
,,,
Response,mixtral,Answer:**,
,,        ,
,,"Mujhe yakeen hai ki aapki samasya bahut pareshani deti hogi. Main aapki madad karne ki koshish kar raha hoon. ""Ulti ho jati hai"" is prakar ke symptoms ko ""nausea"" kehte hain. Isse kai karan ho sakte hain, jaise ki bimaari, dard, stress, ya koi dosh khane se.",
,,,
,,"Agar aapko dawai mein ulti hoti hai, to aap us dawai ko baar-baar check karein ki koi dosh nahi hai. Agar aapko koi dawai ka dosh nahi lage raha hai, to aapko kuch saree tareeqon hain jo aapko madad kar sakti hain:",
,,,
,,1. Chote-chote makkhan ke dharein khayein: Isse aapka pet khali ho jayega aur aapki nausea kam ho sakti hai.,
,,"2. Nimbu paani piyein: Nimbu paani mein naariyal ka ras hai, jise bahut se bimariyon se bachane ke liye istemaal kiya jata hai.",
,,3. Thandi hawa mein baith kar rahna: Thandi hawa mein baith kar rahna is prakar ka asana hai jise aapko madad kar sakta hai.,
,,"4. Kam se kam 8 ghante raat ko so jana: Aapko kam se kam 8 ghante raat ko so jana chahiye, jisse aapka sharir aaram se kaam kar sakta hai.",
,,,
,,"Agar aapki nausea bahut badh jati hai ya aapko dard ho raha hai, to aap apne doctor se salah le sakte hain. Vah aapki samasya ko sahi tarah se deal karenge.",
,,,
,,Note: Is answer is in Hindi as user asked question in Hindi.,
,,,
Claim,mixtral,"Claim 1: ""Ulti ho jati hai"" is prakar ke symptoms ko ""nausea"" kehte hain.",Factually Correct
,,"Claim 2: Nausea can be caused by illness, pain, stress, or a reaction to food.",Factually Correct
,,"Claim 3: If experiencing nausea due to medication, repeatedly check the medication to ensure it is not defective.",Factually Incorrect
,,Claim 4: Eating small amounts of butter can empty your stomach and reduce nausea.,Factually Incorrect
,,"Claim 5: Drinking lemon water, which contains coconut water, is used for treating various illnesses.",Partially Correct
,,Claim 6: Sitting in cool air is a technique that can help manage nausea.,Partially Correct
,,Claim 7: Sleeping at least 8 hours per night allows your body to function well.,Factually Correct
,,"Claim 8: If nausea worsens or is accompanied by pain, consult a doctor.",Factually Correct
,,,
Response,mixtral_rag,Answer:,
,,        ,
,,        ,
,,"        Isse aapka pet kharab ho raha hai, isliye aapko ulti hoti hai. Aapko isse bimari nahi hai, bas aap apne pet ko theek karna chahiye. Aapko yeh sabse pehle kuch pani peene se aaram milega. Phir aapko yeh sabse pehle doosre dawaiyon se dur rahein chahiye jo aapko ulti dikhayi dete hai. Iske alawa aapko yeh sabse pehle yeh khana chahiye jo aapko theek lagta hai, ismein se aapko yeh sabse pehle kuch besan, peanuts, jaggery, rajgira gaund lena chahiye. Iske baad aapko yeh khana chahiye jise aapko khandvi keh rahe hai, yeh bhi aapko theek se khana chahiye. Iske alawa aapko doodh bhi peena chahiye jismein shakkar hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avashyakta hai. Ismein shakkar hai kyunki aapko shakkar ki avash",
,,,
Claim,mixtral_rag,"Claim 1: Your stomach is upset, which is why you are vomiting.",Partially Correct
,,"Claim 2: You do not have a disease, just need to settle your stomach.",Partially Correct
,,Claim 3: Drinking some water first will give you relief.,Partially Correct
,,Claim 4: You should stay away from other medications that cause you to vomit.,Partially Correct
,,"Claim 5: You should eat foods that feel right to you, including besan, peanuts, jaggery, rajgira gaund.",Partially Correct
,,"Claim 6: You should also eat something called 'khandvi', and it should be eaten properly.",Factually Incorrect
,,Claim 7: You should also drink milk with sugar as the sugar is necessary.,Factually Incorrect
,,,
Response,llama,Answer:**,
,,"         Aapki samasya bahut badi hai. Aapki ulti ho rahi hai, iske liye aapko kuchh tarike se apni dawai khane ki koshish karni chahiye. ",
,,,
,,         Aapko apni dawai ko pehle thoda paani milakar milni chahiye. Isse aapki dawai ko thanda karne mein madad milegi aur aapko asani se pehchanne mein madad milegi. ,
,,,
,,"         Aapko apni dawai ko thoda thoda khane ki koshish karni chahiye. Aapko apni dawai ko ek baar pehle thoda khane ki koshish karni chahiye, phir aapko apni dawai ko thoda thoda khane ki koshish karni chahiye. ",
,,,
,,         Aapko apni dawai ko saath mein paani ki bottle rakhi rakhni chahiye. Isse aapko apni dawai ko pehchanne mein madad milegi. ,
,,,
,,"         Aapko apni dawai ko saath mein kuchh bhi nahi khane chahiye. Aapko apni dawai ko saath mein kuchh bhi nahi khane chahiye, jaise ki namak, chini, ya koi bhi anya khadya padarth. ",
,,,
,,         Aapko apni dawai ko saath mein thoda thoda paani milakar milni chahiye. Isse aapki dawai ko thanda karne mein madad milegi aur aapko asani se pehchanne mein madad milegi. ,
,,,
,,"         Aapko apni dawai ko saath mein kuchh bhi nahi khane chahiye. Aapko apni dawai ko saath mein kuchh bhi nahi khane chahiye, jaise ki koi bhi anya khadya padarth. ",
,,,
,,         Aapko apni dawai ko saath mein thoda thoda paani milakar milni chahiye. Isse aapki dawai ko thanda karne mein madad milegi aur aapko asani se pehchanne mein madad milegi. ,
,,,
,,         Aapko apni dawai ko sa,
,,,
,,,
Response,llama_rag,Answer:,
,,"         aapki samasya ka samadhan dene ke liye, aapki dawai ke baare mein kuchh puchhne chahiye. aap kis tarah ki dawai lene wale hain? aapko kis tarah ki samasya hai? aapki dawai mein kya hai? aapki dawai ke liye aapko kis tarah ki upchaar ki avashyakta hai? ",
,,,
,,"         aapki dawai mein kuchh aisa hai jo aapko ulti ho rahi hai, iske liye aapko kuchh aise upchaar ki avashyakta hai. aapko kuchh aise upchaar ki avashyakta hai jaise ki aapki dawai ko kam karna, aapki dawai ke paas aane wale upchaar ki avashyakta hai, aapki dawai ke paas aane wale upchaar ki avashyakta hai.",
,,,
,,"         aapki dawai mein kuchh aisa hai jo aapko ulti ho rahi hai, iske liye aapko kuchh aise upchaar ki avashyakta hai. aapko kuchh aise upchaar ki avashyakta hai jaise ki aapki dawai ko kam karna, aapki dawai ke paas aane wale upchaar ki avashyakta hai, aapki dawai ke paas aane wale upchaar ki avashyakta hai.",
,,,
,,"         aapki dawai mein kuchh aisa hai jo aapko ulti ho rahi hai, iske liye aapko kuchh aise upchaar ki avashyakta hai. aapko kuchh aise upchaar ki avashyakta hai jaise ki aapki dawai ko kam karna, aapki dawai ke paas aane wale upchaar ki avashyakta hai, aapki dawai ke paas aane wale upchaar ki avashyakta hai.",
,,,
,,"         aapki dawai mein kuchh aisa hai jo aapko ulti ho rahi hai, iske liye aapko kuchh aise up",
,,,
Claim,llama_rag,Claim 1: There is something in your medication that is causing you to vomit.,Factually Incorrect
,,Claim 2: You need treatment such as reducing your medication.,Factually Incorrect
,,Claim 3: You may need treatments near your medication.,Factually Incorrect
,,Claim 4: You need specific treatment options because of the medication causing vomiting.,Factually Incorrect
,,,
Response,medalpaca,Answer:**,
,,"        1. Ulti ho jati hai ke liye, aap ise khushi se kare.",
,,,
Claim,medalpaca,"Claim 1: Ulti ho jati hai ke liye, aap ise khushi se kare.",Factually Incorrect
,,,
Response,medalpaca_rag,Answer:,
,,        1.  Chat Doctor. ,
,,        needed?,
,,,
Claim,medalpaca_rag,Claim 1: Chat Doctor,Factually Incorrect
,,,
